الرقم,الفئة,العربية,الأمهرية,النطق
4809,الطوارئ,هل أنت من هذه المنطقة؟,የዚህ አካባቢ ነህ?,يِزّي أكّابابي نِه؟
4810,الطوارئ,يجب أن أبلغ عن هذا.,ይህንን ሪፖርት ማድረግ አለብኝ,يِهِنِن ريبورت مَدرِگ ألِبِني
4811,الطوارئ,هل هناك مفر؟,መውጫ መንገድ አለ?,مَوتّشا مِنگِد ألَ؟
4812,الطوارئ,إنه محاصر.,ተይዟል,تِيزوال
4813,الطوارئ,هل يمكنك سماعي؟,መስማት ትችላለህ?,مِسّمات تِتّشِلَالِهو؟
4814,الطوارئ,تحدث ببطء.,በዝግታ ተናገር,بِزِغِتا تِنَاگِر
4815,الطوارئ,أين مصدر الخطر؟,የአደጋው ምንጭ የት ነው?,يِأدِغَاو مِنّتّش يِت نِو؟
4816,الطوارئ,إنه ينهار.,እየፈራረሰ ነው,إيِفِرارِسِو نِو
4817,الطوارئ,استخدم الدرج.,ደረጃውን ተጠቀም,دِرِجَاون تِتِقام
4818,الطوارئ,لا تفتح الباب.,በሩን አትክፈት,بَرون أتّكِفِت
4819,الطوارئ,احذر من السقوط.,ከመውደቅ ተጠንቀቅ,كِمِودِق تِطِنقِق
4820,الطوارئ,أحتاج إلى مصباح يدوي.,የእጅ ባትሪ ያስፈልገኛል,يِإجّ باتري ياسفليغينَال
4821,الطوارئ,الرؤية سيئة.,ማየት ይከብዳል,مايِت يِكِبِدال
4822,الطوارئ,هل هناك أطفال؟,ልጆች አሉ?,لِجوتّش ألّو؟
4823,الطوارئ,هل هناك كبار السن؟,አረጋውያን አሉ?,أرِغَاوّيان ألّو؟
4824,الطوارئ,هل الجميع بخير؟,ሁሉም ደህና ነው?,هولوم دِحنا نِو؟
4825,الطوارئ,أين أستطيع الانتظار؟,የት መጠበቅ እችላለሁ?,يِت مِطِطبِق إتّشِلَالِحو؟
4826,الطوارئ,ابق في مكانك.,ባለህበት ቆይ,بالِهبِت قّوي
4827,الطوارئ,نحن في الطابق الثالث.,በሶስተኛ ፎቅ ላይ ነን,بِسوسِتِنيَا فّوق لاي نِن
4828,الطوارئ,المدخل مغلق.,መግቢያው ተዘግቷል,مِگبِياو تِزِگتوال
4829,الطوارئ,أخرج بسرعة!,በፍጥነት ውጣ!,بِفِطنِت وُطا!
4830,الطوارئ,لا تستسلم!,ተስፋ አትቁረጥ!,تِسفا أتّقورِط!
4831,الطوارئ,هذه مهمة جداً.,ይህ በጣም አስፈላጊ ነው,يِه بِتام أسّوّلّاغِي نِو
4832,الطوارئ,هل معك مفتاح؟,ቁልፍ አለህ?,قولف ألِهو؟
4833,الطوارئ,هل يمكنك القيادة؟,መንዳት ትችላለህ?,مِندات تِتّشِلَالِهو؟
4834,الطوارئ,نحتاج إلى وقود.,ነዳጅ ያስፈልገናል,نِداج ياسفليغِنَال
4835,الطوارئ,هل هناك محطة بنزين قريبة؟,በአቅራቢያ ነዳጅ ማደያ አለ?,بَأَقْرابيا نِداج مادِيا ألَ؟
4836,الطوارئ,هل يمكنك المساعدة في الترجمة؟,መተርጎም ትችላለህ?,مِتِرگوم تِتّشِلَالِهو؟
4837,الطوارئ,أحتاج إلى مترجم.,አስተርጓሚ ያስፈልገኛል,أسِتِرگوامي ياسفليغينَال
4838,الطوارئ,ما هي جنسيتك؟,ዜግነትህ ምንድን ነው?,زيِگِنِتِه مِندن نِو؟
4839,الطوارئ,إنه ليس ذنبي.,የእኔ ጥፋት አይደለም,يِإني طِفات أيدِلِم
4840,الطوارئ,أين كاميرات المراقبة؟,የደህንነት ካሜራዎች የት አሉ?,يِدِهنِنِت كاميراوُتش يِت ألّو؟
4841,الطوارئ,أنا أشهد.,እመሰክራለሁ,إمِسِكِرَالِحو
4842,الطوارئ,هل تحتاج إلى إخلاء؟,መፈናቀል ይፈልጋሉ?,مِفِناقِل يِفَلّغالّو؟
4843,الطوارئ,نحتاج إلى إضاءة.,መብራት ያስፈልገናል,مِبرات ياسفليغِنَال
4844,الطوارئ,هل يمكنك إيقافه؟,ማቆም ትችላለህ?,ماقوم تِتّشِلَالِهو؟
4845,الطوارئ,كن هادئاً.,ዝም በል,زِم بَل
4846,الطوارئ,شكراً لمساعدتك.,ስለ እርዳታህ አመሰግናለሁ,سِلِ إرْداتاه أمِسِگِنَالِحو
4847,الطوارئ,أنا مدني.,እኔ ሲቪል ነኝ,إني سِفيل نِني
4848,الطوارئ,هذه عملية إنقاذ.,ይህ የማዳን ሥራ ነው,يِه يِمادان سِرا نِو
4849,الطوارئ,أخبرهم أنني هنا.,እዚህ እንዳለሁ ንገራቸው,إزّي إندَالِحو نِگِراتّشِو
4850,الطوارئ,هل يوجد طبيب في الجوار؟,በአቅራቢያ ዶክተር አለ?,بَأَقْرابيا دكتور ألَ؟
4851,الطوارئ,هل لديك رقم هاتف؟,ስልክ ቁጥር አለህ?,سِلك قوطِر ألِهو؟
4852,الطوارئ,سنتصل بك.,እንጠራሃለን,إنطِرَاهَالِن
4853,الطوارئ,نعم، أنا متأكد.,አዎ፣ እርግጠኛ ነኝ,أوو، إرگِطِنيَا نِني
4854,الطوارئ,أين وجهتك؟,መድረሻህ የት ነው?,مِدرِسّاك يِت نِو؟
4855,الطوارئ,لا أعرف.,አላውቅም,ألاوقِم
4856,الطوارئ,أحتاج إلى نقل عاجل.,አስቸኳይ ትራንስፖርት ያስፈልገኛል,أشّكواي ترانسبورت ياسفليغينَال
4857,المشاعر,أنا سعيد,እኔ ደስተኛ ነኝ።,إني دِستِنا نِني.
4858,المشاعر,أشعر بالفرح,ደስታ ይሰማኛል።,دِستا يسِمانيا.
4859,المشاعر,هذه مفاجأة سارة!,ይሄ አስደሳች ድንቅ ነው!,يِه أستِديساچ دِنق نِو.
4860,المشاعر,أنا مبتهج جداً,በጣም ሐሴት አድርጌያለሁ።,بِتام حاسيت أدرِغيايِهُ.
4861,المشاعر,ضحكت كثيراً,በጣም ሳቅኩ።,بِتام ساقْكو.
4862,المشاعر,قلبي سعيد,ልቤ ደስተኛ ነው።,لِبي دِستِنا نِو.
4863,المشاعر,أتمنى لك السعادة,ደስታ እመኝልሃለሁ።,دِستا إمِني لِها لِهُ.
4864,المشاعر,هل أنت سعيد؟,ደስተኛ ነህ?,دِستِنا نِه؟
4865,المشاعر,اليوم رائع,ዛሬ በጣም ጥሩ ነው።,زاري بِتام تِرو نِو.
4866,المشاعر,هذا يجعلني أبتسم,ይሄ ፈገግ አሰኘኝ።,يِه فِغِغ أسِنِني.
4867,المشاعر,أنا متحمس,ተደስቻለሁ።,تِدِسِتشا لِهُ.
4868,المشاعر,كم هي جميلة هذه اللحظة,ይሄ አፍታ እንዴት ያምራል!,يِه أفتا إنديت يامِرل!
4869,المشاعر,الفرح يملأني,ደስታ ሞላኝ።,دِستا مولاني.
4870,المشاعر,أنا مسرور جداً,በጣም ተደስቻለሁ።,بِتام تِدِسِتشا لِهُ.
4871,المشاعر,الحياة جميلة,ሕይወት ቆንጆ ነው።,حِيْوَت قونجو نِو.
4872,المشاعر,أنت مصدر سعادتي,አንተ የደስታዬ ምንጭ ነህ።,أنت يِ دِستا يي مِنتش نِه.
4873,المشاعر,أنا في حالة مزاجية جيدة,ጥሩ ስሜት ላይ ነኝ።,تِرو سِميت لاي نِني.
4874,المشاعر,هذه بشرى سارة,ይሄ መልካም ዜና ነው።,يِه مِلكام زينا نِو.
4875,المشاعر,هيا نحتفل!,እንጨፍር!,إنْتشِفر!
4876,المشاعر,أنا محظوظ,እድለኛ ነኝ።,إدِلِنا نِني.
4877,المشاعر,أنا حزين,እኔ አዝኛለሁ።,إني أزِينيا لِهُ.
4878,المشاعر,أشعر بالحزن,ሐዘን ይሰማኛል።,حَزَن يسِمانيا.
4879,المشاعر,لماذا تبكي؟,ለምን ታለቅሳለህ?,لِمِن تالِقْسالِه؟
4880,المشاعر,أنا مكتئب,ተስፋ ቆርጫለሁ።,تِسفا قورتْشا لِهُ.
4881,المشاعر,هذا يؤلمني,ይሄ ያመኛል።,يِه يامِنانيا.
4882,المشاعر,الأمر محبط,የሚያበሳጭ ነው።,يِميابِساچ نِو.
4883,المشاعر,لا أستطيع النوم,መተኛት አልችልም።,مِتِنيات آلْتشِلِم.
4884,المشاعر,أنا يائس,ተስፋ የለኝም።,تِسفا يِلِنيِم.
4885,المشاعر,أنا منهك عاطفياً,በስሜት ደክሞኛል።,بَ سِميت دِكمُوانيا.
4886,المشاعر,أنا في حالة سيئة,መጥፎ ሁኔታ ላይ ነኝ።,مِطْفو حُنيتا لاي نِني.
4887,المشاعر,أفتقدك كثيراً,በጣም ናፍቀኸኛል።,بِتام نافْقِخِوانيا.
4888,المشاعر,إنه يوم كئيب,ሐዘን ያለበት ቀን ነው።,حَزَن يالِبِت قِن نِو.
4889,المشاعر,أريد أن أكون وحيداً,ብቻዬን መሆን እፈልጋለሁ።,بِتشا ييين مُهون إفِلِغالِهُ.
4890,المشاعر,لا أشعر بالراحة,ጥሩ ስሜት የለኝም።,تِرو سِميت يِلِنيِم.
4891,المشاعر,قلبي مكسور,ልቤ ተሰብሯል።,لِبي تِسِبْرُوا.
4892,المشاعر,أحتاج إلى العزاء,መጽናናት ያስፈልገኛል።,مِتْسنانات ياسيْفلِغِنانيا.
4893,المشاعر,لا أريد التحدث,ማውራት አልፈልግም።,ماوْرات آلْفِلِغِم.
4894,المشاعر,أنا حزين جداً اليوم,ዛሬ በጣም አዝኛለሁ።,زاري بِتام أزِينيا لِهُ.
4895,المشاعر,هذا أمر محزن,ይሄ አሳዛኝ ነገር ነው።,يِه أسازايْني نِغِر نِو.
4896,المشاعر,أنا غاضب,ተናድጃለሁ።,تِنادِتْشا لِهُ.
4897,المشاعر,أنت تغضبني,ታስቆጣኛለህ።,تاسْقوطانْيالِه.
4898,المشاعر,لا تصرخ في وجهي,አትጩህብኝ።,آتْتشوح بِنْي.
4899,المشاعر,أنا محبط,ተበሳጭቻለሁ።,تِبِساتْشِتشا لِهُ.
4900,المشاعر,هذا غير عادل,ይሄ ፍትሃዊ አይደለም።,يِه فِتْحاوي آيْدِلِم.
4901,المشاعر,أنا مستاء,ቅር ተሰኝቻለሁ።,قِر تِسِنْيتْشا لِهُ.
4902,المشاعر,يكفي!,በቃ!,بِقا!
4903,المشاعر,أنا في حالة غضب شديد,ከፍተኛ ቁጣ ውስጥ ነኝ።,كِفْ تِنا قوطا وِسِط نِني.
4904,المشاعر,لا أستطيع التحمل,መታገስ አልችልም።,مِتاغِس آلْتشِلِم.
4905,المشاعر,أهدأ!,ፀጥ በል!,تْسِط بِل!
4906,المشاعر,هذا يثير أعصابي,ይሄ ያበሳጨኛል።,يِه يابِساتْشِنانيا.
4907,المشاعر,ما هي مشكلتك؟,ችግርህ ምንድን ነው?,تْشِغِرِه مِندِن نِو؟
4908,المشاعر,أنا حانق,ተቆጥቻለሁ።,تِقوتْتشا لِهُ.
4909,المشاعر,يجب أن تتحمل المسؤولية,ኃላፊነት መውሰድ አለብህ።,حَلافينِت مِوْسِد آلِبِه.
4910,المشاعر,أنا لا أمزح,እየቀለድኩ አይደለም።,إيِقِلِدْكو آيْدِلِم.
4911,المشاعر,لا أستطيع أن أسامحك,ይቅር ማለት አልችልም።,يِقِر مالِت آلْتشِلِم.
4912,المشاعر,أنا أكره هذا,ይሄን እጠላለሁ።,يِهْن إطِلالِهُ.
4913,المشاعر,توقف عن هذا!,ይሄን አቁም!,يِهْن أُقُوم!
4914,المشاعر,وجهك يظهر الغضب,ፊትህ ቁጣ ያሳያል።,فيتِه قوطا ياسايا.
4915,المشاعر,أنا متوتر,ውጥረት ውስጥ ነኝ።,وِطْرِت وِسِط نِني.
4916,المشاعر,أنا أحبك (لذكر),እወድሃለሁ።,إوْدِها لِهُ.
4917,المشاعر,أنت مهم بالنسبة لي,ለእኔ አስፈላጊ ነህ።,لِ إني أسْفِلاغي نِه.
4918,المشاعر,أنت جميلة جداً (لأنثى),በጣም ቆንጆ ነሽ።,بِتام قونجو نِش.
4919,المشاعر,اشتقت إليك,ናፍቀኸኛል።,نافْقِخِوانيا.
4920,المشاعر,أنا معجب بك,አደንቅሃለሁ።,أدِنْقِها لِهُ.
4921,المشاعر,أنت تعني لي الكثير,ለእኔ ትልቅ ትርጉም አለህ።,لِ إني تِلِق تِرغوم آلِه.
4922,المشاعر,الحب قوي,ፍቅር ኃይለኛ ነው።,فِقِر حايْيِلِنا نِو.
4923,المشاعر,هل تحبني؟,ትወደኛለህ?,تِوْدِنانْيالِه؟
4924,المشاعر,قلبي ينبض لك,ልቤ ላንተ ይመታል.,لِبي لانتِ يِمِتال.
4925,المشاعر,أنا أشعر بالدفء,ሙቀት ይሰማኛል።,موقِت يسِمانيا.
4926,المشاعر,أنت روحي,አንተ ነፍሴ ነህ።,أنت نِفْسي نِه.
4927,المشاعر,أريدك بجانبي,ከጎኔ እንድትሆን እፈልጋለሁ።,كِ غوني إندِتْهون إفِلِغالِهُ.
4928,المشاعر,أنا ممتن لك,አመስጋኝ ነኝ።,أمِسْغايْني نِني.
4929,المشاعر,أعانقك,አቅፌሃለሁ።,أقِفيها لِهُ.
4930,المشاعر,أنت الأفضل,አንተ ምርጡ ነህ።,أنت مِرْطو نِه.
4931,المشاعر,أنا معك دائماً,ሁል ጊዜ ካንተ ጋር ነኝ።,هولْ غيزي كانتِ غار نِني.
4932,المشاعر,عيناك ساحرتان,አይኖችህ ያማልላሉ።,آيْنوْنِه يامالِلالو.
4933,المشاعر,أنا في حالة حب,በፍቅር ውስጥ ነኝ።,بَ فِقِر وِسِط نِني.
4934,المشاعر,لنتزوج,እንጋባ።,إنْغابا.
4935,المشاعر,قبّلني,ስመኝ።,سِمِني.
4936,المشاعر,أنا خائف,እፈራለሁ።,إفِرالِهُ.
4937,المشاعر,أشعر بالقلق,እጨነቃለሁ።,إتْشِنِقالِهُ.
4938,المشاعر,لا تخف,አትፍራ።,آتْفِرا.
4939,المشاعر,أنا متوتر جداً,በጣም ተጨንቄያለሁ።,بِتام تِتْشِنْقِيا لِهُ.
